scenario_id,scenario_name,scenario_type,bank_id,framework,temperature_outcome_c,horizon,horizon_year,carbon_price_assumption_eur_per_tco2e,physical_risk_loss_pct_capital,transition_risk_loss_pct_capital,resilience_assessment,high_risk_exposure_pct,stranded_assets_estimate_meur,paris_aligned_flag,revenue_at_risk_meur,gdp_growth_assumption_pct,renewable_energy_share_pct,technology_readiness,scope_of_analysis,analysis_conducted_year,methodology_notes,scenario_magnitude_adjusted_flag
SCN0011,Delayed Transition,disorderly,BANK01,NGFS_v4,1.8,medium_term,2030,75.8,9.6,16.2,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions.",9.9,683.06,False,2389.5,1.11,50.4,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Delayed Transition (disorderly) scenario applied to capture abrupt policy shift risk post-2030. Short-term physical risk assumed at RCP 2.6 level; transition risk shock applied as a step-change in carbon price in 2030. Particularly material for high-carbon sector exposures with medium-term loan maturities.,True
SCN0012,Delayed Transition,disorderly,BANK01,NGFS_v4,1.8,long_term,2050,76.8,18.2,22.2,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions.",25.0,1724.9,False,6034.1,1.57,66.8,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Delayed Transition (disorderly) scenario applied to capture abrupt policy shift risk post-2030. Short-term physical risk assumed at RCP 2.6 level; transition risk shock applied as a step-change in carbon price in 2030. Particularly material for high-carbon sector exposures with medium-term loan maturities.,True
SCN0013,Nationally Determined Contributions,hot_house,BANK01,NGFS_v4,2.5,short_term,2025,1.2,17.4,2.9,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",14.2,979.74,False,3427.3,0.66,23.8,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,True
SCN0014,Nationally Determined Contributions,hot_house,BANK01,NGFS_v4,2.5,medium_term,2030,2.3,15.9,5.1,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",9.0,620.96,False,2172.3,0.56,24.2,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,True
SCN0015,Nationally Determined Contributions,hot_house,BANK01,NGFS_v4,2.5,long_term,2050,11.5,24.6,3.3,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",29.8,2056.08,False,7192.6,0.98,34.7,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,True
SCN0016,Current Policies,hot_house,BANK01,NGFS_v4,3.0,short_term,2025,6.9,13.3,3.5,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",32.6,2249.27,False,7240.86,1.07,19.5,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.",True
SCN0017,Current Policies,hot_house,BANK01,NGFS_v4,3.0,medium_term,2030,5.6,17.0,2.9,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",6.6,455.37,False,1593.0,1.02,20.6,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.",True
SCN0018,Current Policies,hot_house,BANK01,NGFS_v4,3.0,long_term,2050,16.9,32.0,3.8,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",21.3,1469.61,False,5141.0,0.87,25.9,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.",True
SCN0019,Net Zero 2050,orderly,BANK02,NGFS_v4,1.5,short_term,2025,109.6,4.8,10.4,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term.",27.7,801.55,True,5117.0,2.17,57.9,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.",True
SCN0020,Net Zero 2050,orderly,BANK02,NGFS_v4,1.5,medium_term,2030,110.2,5.6,11.1,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term.",23.7,685.81,True,4378.1,2.45,56.8,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.",True
SCN0021,Net Zero 2050,orderly,BANK02,NGFS_v4,1.5,long_term,2050,342.0,8.3,12.6,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term.",21.3,616.36,True,3934.8,2.26,93.2,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.",True
SCN0022,Below 2°C,orderly,BANK02,NGFS_v4,1.8,short_term,2025,107.3,5.7,9.2,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term.",11.6,335.67,False,2142.9,2.29,53.9,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Below 2°C (orderly) scenario applied using NGFS IAM outputs aligned to a 1.8°C median temperature pathway. Carbon price trajectory from REMIND-MAgPIE model. Financial impact assessed through loan-level probability of default sensitivity to carbon cost pass-through by sector carbon intensity tier.,True
SCN0023,Below 2°C,orderly,BANK02,NGFS_v4,1.8,medium_term,2030,88.2,5.5,14.2,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term.",26.8,775.51,False,4950.8,2.38,60.4,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Below 2°C (orderly) scenario applied using NGFS IAM outputs aligned to a 1.8°C median temperature pathway. Carbon price trajectory from REMIND-MAgPIE model. Financial impact assessed through loan-level probability of default sensitivity to carbon cost pass-through by sector carbon intensity tier.,True
SCN0024,Below 2°C,orderly,BANK02,NGFS_v4,1.8,long_term,2050,314.9,8.6,11.2,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term.",19.9,575.85,False,3676.1,2.45,81.8,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Below 2°C (orderly) scenario applied using NGFS IAM outputs aligned to a 1.8°C median temperature pathway. Carbon price trajectory from REMIND-MAgPIE model. Financial impact assessed through loan-level probability of default sensitivity to carbon cost pass-through by sector carbon intensity tier.,True
SCN0025,Divergent Net Zero,disorderly,BANK02,NGFS_v4,1.5,short_term,2025,63.8,7.4,16.0,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions.",31.6,914.41,False,5541.93,1.36,47.3,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Divergent Net Zero scenario used to capture technology pathway uncertainty. High renewable share but with divergent sectoral transition speeds across jurisdictions. Carbon price assumptions vary by country based on national ETS and carbon tax trajectories. Used primarily to stress-test technology transition risk in the automotive and energy manufacturing lending sub-portfolio.,True
SCN0026,Divergent Net Zero,disorderly,BANK02,NGFS_v4,1.5,medium_term,2030,50.7,8.0,19.6,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions.",20.8,601.89,False,3842.4,1.13,38.0,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Divergent Net Zero scenario used to capture technology pathway uncertainty. High renewable share but with divergent sectoral transition speeds across jurisdictions. Carbon price assumptions vary by country based on national ETS and carbon tax trajectories. Used primarily to stress-test technology transition risk in the automotive and energy manufacturing lending sub-portfolio.,True
SCN0027,Divergent Net Zero,disorderly,BANK02,NGFS_v4,1.5,long_term,2050,69.1,15.3,17.1,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions.",11.9,344.35,False,2198.3,1.03,61.3,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Divergent Net Zero scenario used to capture technology pathway uncertainty. High renewable share but with divergent sectoral transition speeds across jurisdictions. Carbon price assumptions vary by country based on national ETS and carbon tax trajectories. Used primarily to stress-test technology transition risk in the automotive and energy manufacturing lending sub-portfolio.,True
SCN0028,Delayed Transition,disorderly,BANK02,NGFS_v4,1.8,short_term,2025,56.3,7.0,18.1,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions.",6.0,173.62,False,1108.4,1.51,36.6,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Delayed Transition (disorderly) scenario applied to capture abrupt policy shift risk post-2030. Short-term physical risk assumed at RCP 2.6 level; transition risk shock applied as a step-change in carbon price in 2030. Particularly material for high-carbon sector exposures with medium-term loan maturities.,True
SCN0029,Delayed Transition,disorderly,BANK02,NGFS_v4,1.8,medium_term,2030,72.2,9.0,20.5,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions.",16.4,474.57,False,3029.6,1.17,41.3,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Delayed Transition (disorderly) scenario applied to capture abrupt policy shift risk post-2030. Short-term physical risk assumed at RCP 2.6 level; transition risk shock applied as a step-change in carbon price in 2030. Particularly material for high-carbon sector exposures with medium-term loan maturities.,True
SCN0030,Delayed Transition,disorderly,BANK02,NGFS_v4,1.8,long_term,2050,63.9,16.7,17.6,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions.",5.2,150.47,False,960.6,1.07,50.5,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Delayed Transition (disorderly) scenario applied to capture abrupt policy shift risk post-2030. Short-term physical risk assumed at RCP 2.6 level; transition risk shock applied as a step-change in carbon price in 2030. Particularly material for high-carbon sector exposures with medium-term loan maturities.,True
SCN0031,Nationally Determined Contributions,hot_house,BANK02,NGFS_v4,2.5,short_term,2025,11.2,17.9,4.4,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",8.4,243.07,False,1551.7,1.07,21.8,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,True
SCN0032,Nationally Determined Contributions,hot_house,BANK02,NGFS_v4,2.5,medium_term,2030,7.3,21.1,3.4,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",5.9,170.73,False,1089.9,1.19,22.7,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,True
SCN0033,Nationally Determined Contributions,hot_house,BANK02,NGFS_v4,2.5,long_term,2050,9.3,28.5,3.4,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",19.8,572.95,False,3657.7,1.02,24.9,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,True
SCN0034,Current Policies,hot_house,BANK02,NGFS_v4,3.0,short_term,2025,10.4,17.9,5.0,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",17.7,512.18,False,3269.7,1.12,23.4,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.",True
SCN0035,Current Policies,hot_house,BANK02,NGFS_v4,3.0,medium_term,2030,9.8,20.2,4.5,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",34.3,992.54,False,5541.93,0.56,15.1,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.",True
SCN0036,Current Policies,hot_house,BANK02,NGFS_v4,3.0,long_term,2050,7.3,29.5,4.7,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon.",15.5,448.52,False,2863.3,0.77,36.2,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.",True
SCN0037,Net Zero 2050,orderly,BANK03,NGFS_v4,1.5,short_term,2025,105.9,4.5,15.1,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term.",17.4,119.29,True,534.0,2.19,66.4,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.",True
SCN0038,Net Zero 2050,orderly,BANK03,NGFS_v4,1.5,medium_term,2030,97.3,5.3,10.6,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term.",23.0,157.68,True,705.9,2.18,62.4,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.",True
